chat_id,user_id,message_date,first_name,second_name,nickname,lang,question,answer,
30,30,27.06.2021 20:05,М,А,30,ru,Почему вакцина вызывает недоверие все еще?,"Люди беспокоятся о том, что недостаточно известно о долгосрочных эффектах вакцины, о возможных побочных эффектах, безопасности и эффективности.  В различных соцсетях и мессенджерах популярностью пользуются посты с конспирологическими теориями о происхождении коронавируса и вреде вакцины от него.",
30,30,27.06.2021 20:09,М,А,30,ru,Почему Израиль вернул Российскую вакцину обратно? Что они там нашли?,"Россия является бесспорным мировым лидером по числу собственных вакцин от коронавируса с высокой эффективностью. К уже зарегистрированным препаратам «Спутник V», «ЭпиВакКорона» и «КовиВак» не так давно добавился однокомпонентный «Спутник Лайт».",
30,30,27.06.2021 20:11,М,А,30,ru,"Ситуации в Европе хуже, чем в России?","Медики предполагают, что причинами такого различия эпидобстановок могут быть не столько способы борьбы с инфекцией, сколько демографические особенности стран и даже климат.",
30,30,27.06.2021 20:12,М,А,30,ru,Чем отличаются способы борьбы?,Коронавирус — это подмножество ОРВИ.,
30,30,27.06.2021 20:14,М,А,30,ru,Детям можно ставить вакцину?,Вакцина от коронавируса рассчитана на людей в возрасте от 16 до 60 лет.,
,,,,,,,,,
31,31,27.06.2021 21:02,В,Г,31,ru,"Работодатель не хочет давать освобождение от работы после прививки, он прав?",Данная мера носит рекомендательный характер,
31,31,27.06.2021 21:04,В,Г,31,ru,Но после прививки была температура два дня 37,"После вакцинации возможны индивидуальные реакции организма. Повышение температуры в первые три дня после введения вакцины обычно не превышает 37,5 С°.",
31,31,27.06.2021 21:05,В,Г,31,ru,Могу ли я заразиться снова после вакцины?,"Сама прививка привести к заболеваемости не может. Однако, после вакцинации от коронавируса можно заболеть COVID-19. Протекание самой болезни будет протекать легче.",
31,31,27.06.2021 21:07,В,Г,31,ru,Как проходит болезнь с прививкой?,В некоторых случаях вирус проходит бессимптомно.,
31,31,27.06.2021 21:10,В,Г,31,ru,Вакцина применима ко всем мутациям вируса или только к опредленным?,Ни одна из отечественных вакцин против коронавируса не содержит живой вирус или его компоненты.,
31,31,27.06.2021 21:12,В,Г,31,ru,Прививка защищает от всех штаммов?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
31,31,27.06.2021 21:14,В,Г,31,ru,Какие меры предосторожности после вакцинации?,"Самое важное, что можно сделать, чтобы защитить себя, — это соблюдать правила личной гигиены и сократить посещения общественных и людных мест. Держите руки в чистоте, часто мойте их водой с мылом или используйте дезинфицирующее средство. Старайтесь не касаться рта, носа или глаз немытыми руками (обычно такие прикосновения неосознанно свершаются нами в среднем 15 раз в час). На работе регулярно очищайте поверхности и устройства, к которым вы прикасаетесь (клавиатура компьютера, панели оргтехники общего использования, экран смартфона, пульты, дверные ручки и поручни). Носите с собой одноразовые салфетки и всегда прикрывайте нос и рот, когда вы кашляете или чихаете. Не ешьте еду (орешки, чипсы, печенье и другие снеки) из общих упаковок или посуды, если другие люди погружали в них свои пальцы. Часто проветривайте помещения. Если вы обнаружили симптомы, схожие с теми, которые вызывает коронавирус, оставайтесь дома и вызывайте врача.",
31,31,27.06.2021 21:15,В,Г,31,ru,Когда можно ожидать послабление меры связанных с короной?,"Держите руки в чистоте, часто мойте их водой с мылом или используйте дезинфицирующее средство. Старайтесь не касаться рта, носа или глаз немытыми руками (обычно такие прикосновения неосознанно свершаются нами в среднем 15 раз в час). Используйте маски. На работе регулярно очищайте поверхности и устройства, к которым вы прикасаетесь (клавиатура компьютера, панели оргтехники общего использования, экран смартфона, пульты, дверные ручки и поручни). Носите с собой одноразовые салфетки и всегда прикрывайте нос и рот, когда вы кашляете или чихаете. Не ешьте еду (орешки, чипсы, печенье и другие снеки) из общих упаковок или посуды, если другие люди погружали в них свои пальцы. Часто проветривайте помещения. Если вы обнаружили симптомы, схожие с теми, которые вызывает коронавирус, оставайтесь дома и вызывайте врача.",
,,,,,,,,,
32,32,28.06.2021 19:11,А,А,32,ru,Какие вакцины от Covid19 используют в России?,"Россия является бесспорным мировым лидером по числу собственных вакцин от коронавируса с высокой эффективностью. К уже зарегистрированным препаратам «Спутник V», «ЭпиВакКорона» и «КовиВак» не так давно добавился однокомпонентный «Спутник Лайт».",
32,32,28.06.2021 19:12,А,А,32,ru,"Когда в пунктах вакцинации появится «Спутник Лайт»?Слышал, данная вакцина самая безобидная.","25 июня 2021 года завершен этап контроля, и первые серии ""Спутник Лайт"" вышли с производства в гражданский оборот. Вакцина «Спутник Лайт» - это однокомпонентная версия «Спутника V». В отличие от двухкомпонентной вакцины «Спутник V», для прививки «Спутник Лайт» будет достаточно одного укола.",
32,32,28.06.2021 19:13,А,А,32,ru,"У меня есть антитела, можно ставить прививку?","Антитела — это белки, вырабатываемые иммунной системой в ответ на проникновение возбудителя. Именно по ним определяют стадию развития инфекции. Также по ним  контролируют течение заболевания.",
32,32,28.06.2021 19:14,А,А,32,ru,Антитела безопасны для прививки?,"Антитела — это белки, вырабатываемые иммунной системой в ответ на проникновение возбудителя. Именно по ним определяют стадию развития инфекции. Также по ним  контролируют течение заболевания.",
32,32,28.06.2021 19:16,А,А,32,ru,Вакцина может отрицательно повлиять на организм?,Вакцинация защищает от тяжёлого течения коронавирусной инфекции. Ни одна вакцина в мире не может гарантировать 100% защиту от заболевания.,
32,32,28.06.2021 19:20,А,А,32,ru,Вирус постоянно мутирует. Спутник Лайт примененим к разным мутациям вируса?,"25 июня 2021 года завершен этап контроля, и первые серии ""Спутник Лайт"" вышли с производства в гражданский оборот. Вакцина «Спутник Лайт» - это однокомпонентная версия «Спутника V». В отличие от двухкомпонентной вакцины «Спутник V», для прививки «Спутник Лайт» будет достаточно одного укола.",
,,,,,,,,,
33,33,28.06.2021 19:50,С,Д,33,ru,У кого больше вероятность  заразиться коронавирусом?,С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
33,33,28.06.2021 19:51,С,Д,33,ru,"Существуют ли люди, которые вообще не могут заболеть коронавирусом?","Заболеть COVID-19 может любой человек, но у части заболевших клинические признаки заболевания могут отсутствовать.",
33,33,28.06.2021 19:53,С,Д,33,ru,Может ли коронавирус остаться в организме навсегда?,"На сегодняшний день такое представляется маловероятным, таких случаев не зарегистрировано",
33,33,28.06.2021 19:54,С,Д,33,ru,Я должен  носить маску после вакцинации от коронавируса?,После вакцинации следует соблюдать все правила профилактики. В том числе носить маску.,
33,33,28.06.2021 19:55,С,Д,33,ru,Где лучше поставить вакцину?,Прививки ставят бесплатно по полису обязательного медстрахования. Вакцину вводят в два этапа с интервалом в три недели. Записаться на вакцинацию можно в вашей поликлинике или на сайте «Госуслуги»,
33,33,28.06.2021 19:56,С,Д,33,ru,Ревакцинация нужна для всех видов вакцин?,"Россия является бесспорным мировым лидером по числу собственных вакцин от коронавируса с высокой эффективностью. К уже зарегистрированным препаратам «Спутник V», «ЭпиВакКорона» и «КовиВак» не так давно добавился однокомпонентный «Спутник Лайт».",
33,33,28.06.2021 19:58,С,Д,33,ru,"Если Россия лидер по вакцинам, то почему еще не все люди поставили прививку?","На  июль 2021 года в России:
35 388 480 чел. (24.12% от населения) - привито хотя бы одним компонентом вакцины
23 474 965 чел. (16% от населения) - полностью привито
58 863 445 шт. - всего прививок сделано",
33,33,28.06.2021 19:59,С,Д,33,ru,Есть приблизительные сроки по концу пандемии?,"Заболеть COVID-19 может любой человек, но у части заболевших клинические признаки заболевания могут отсутствовать.",
,,,,,,,,,
34,34,28.06.2021 21:20,М,В,34,ru,Возможно приобрести поддельный сертификат о вакцинации?,"Приобретение, хранение, перевозка в целях использования или сбыта либо использование заведомо поддельного сертификата как официального документа, предоставляющего права или освобождающего от обязанностей, карается уголовным наказанием до одного года лишения свободы.",
34,34,28.06.2021 19:21,М,В,34,ru,"Какие ограничения, если нет сертификата?","Режим самоизоляции необходимо соблюдать вам  и людям, проживающим вместе с вами. Риск инфицирования членов семьи снижается, если соблюдать основные гигиенические требования — использовать маску, индивидуальную посуду, часто мыть руки и пользоваться кожными антисептиками, регулярно проветривать помещения.",
34,34,28.06.2021 19:23,М,В,34,ru,"Я переболел, есть смысл прививаться?","Заболеть COVID-19 может любой человек, но у части заболевших клинические признаки заболевания могут отсутствовать.",
34,34,28.06.2021 19:24,М,В,34,ru,Самоизоляция требуется из-за прививки от коронавируса?,"Роспотребнадзор рекомендует соблюдать меры профилактики (дистанция, ношение маски, использование антисептиков) до и после вакцинации. Самоизоляция до и после вакцинации не требуется.",
34,34,28.06.2021 19:26,М,В,34,ru,Я должен делать анализ на антитела или ПЦР на наличие коронавируса перед вакцинированием?,"Антитела — это белки, вырабатываемые иммунной системой в ответ на проникновение возбудителя. Именно по ним определяют стадию развития инфекции. Также по ним  контролируют течение заболевания.",
34,34,28.06.2021 19:27,М,В,34,ru,Антитела спасают от болезни?,"Антитела — это белки, вырабатываемые иммунной системой в ответ на проникновение возбудителя. Именно по ним определяют стадию развития инфекции. Также по ним  контролируют течение заболевания.",
34,34,28.06.2021 19:28,М,В,34,ru,Антитела могут быть всегда в организме?,"Сдавать тест на антитела рекомендуется через две недели после выздоровления. Антитела после COVID-19 сохраняются в организме не менее трех месяцев, и даже если они не обнаруживаются, в организме переболевших все еще присутствуют иммунные клетки, способные справиться с вирусом",
,,,,,,,,,
35,35,29.06.2021 18:44,В,Л,35,ru,Существуют платные вакцины?,"Существует три вакцины против COVID?19, одобренные к использованию национальными регулирующими органами.",
35,35,29.06.2021 18:46,В,Л,35,ru,Какие вакцины сейчас есть в мире?,,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций."
35,35,29.06.2021 18:47,В,Л,35,ru,Есть аналитика по эффективности вакцин?,Ни одна из отечественных вакцин против коронавируса не содержит живой вирус или его компоненты.,
35,35,29.06.2021 18:49,В,Л,35,ru,"Это понятно, какая вакцина самая эффективная?","Эффективность российской вакцины от коронавируса «Cпутник V» на 42-й день после первой инъекции превысила 95%, говорится в пресс-релизе Российского фонда прямых инвестиций (РФПИ). Такие выводы сделаны по итогам второго промежуточного анализа данных клинического исследования вакцины.",
35,35,29.06.2021 18:51,В,Л,35,ru,Спутник лайт лучше?,"25 июня 2021 года завершен этап контроля, и первые серии ""Спутник Лайт"" вышли с производства в гражданский оборот. Вакцина «Спутник Лайт» - это однокомпонентная версия «Спутника V». В отличие от двухкомпонентной вакцины «Спутник V», для прививки «Спутник Лайт» будет достаточно одного укола.",
35,35,29.06.2021 18:55,В,Л,35,ru,По влиянию на организм вакцина от короны сильно отличается от прививки от гриппа?,"Существует три вакцины против COVID?19, одобренные к использованию национальными регулирующими органами.",
35,35,29.06.2021 18:57,В,Л,35,ru,Чем вакцины отличаются по составу?,"25 июня 2021 года завершен этап контроля, и первые серии ""Спутник Лайт"" вышли с производства в гражданский оборот. Вакцина «Спутник Лайт» - это однокомпонентная версия «Спутника V». В отличие от двухкомпонентной вакцины «Спутник V», для прививки «Спутник Лайт» будет достаточно одного укола.",
35,35,29.06.2021 18:59,В,Л,35,ru,Если большинство поставит вакцину маски отменят?,,
